id,description,category,register,province,urgency,asta_cita,legislative_target,impact_scope,sub_topic,source
0c3a735b-bafb-4105-b1b1-5e848aad16b7,Pengembangan infrastruktur olahraga,Infrastruktur,formal,Kalimantan Timur,2,Misi 3,DPRD Kab/Kota,Community,Infrastruktur Olahraga,synthetic_strategic_v2
c2e41047-36a9-44b9-9464-e68defaf69de,Membangun sistem pembuangan limbah,Infrastruktur,formal,NTT,5,Misi 6,DPRD Kab/Kota,Community,Infrastruktur Lingkungan,synthetic_strategic_v2
ec9cb544-1ff2-44ef-91f5-0d1b26bfca1c,Membangun jalan tol untuk meningkatkan akses,Infrastruktur,formal,Jawa Barat,4,Misi 3,DPR RI,Regional,Infrastruktur,synthetic_strategic_v2
916c59eb-a088-44bc-9868-f11e982d1acb,Pembangunan pelabuhan untuk meningkatkan ekspor,Infrastruktur,formal,Papua,5,Misi 3,DPR RI,National,Infrastruktur,synthetic_strategic_v2
b3b1064e-18e2-4402-8949-c51495e7285d,Mengembangkan infrastruktur desa,Infrastruktur,formal,Jawa Barat,3,Misi 6,DPRD Kab/Kota,National,Infrastruktur,synthetic_strategic_v2
62c1d540-efab-46d3-8e7d-3939cf13977a,Meningkatkan kualitas jalan raya,Infrastruktur,formal,Papua,4,Misi 3,DPRD Provinsi,Community,Infrastruktur,synthetic_strategic_v2
780062db-56f0-4d52-a833-ee0c45ebcea9,Pembangunan bandara untuk meningkatkan pariwisata,Infrastruktur,formal,Jambi,5,Misi 3,DPR RI,National,Infrastruktur,synthetic_strategic_v2
5f73ae05-9b76-48a9-ac93-f61a61e27980,Mengembangkan sistem transportasi umum,Infrastruktur,formal,Jambi,4,Misi 3,DPRD Kab/Kota,Individual,Infrastruktur,synthetic_strategic_v2
64b0e6b0-a081-430f-9536-fa9a423c4400,Pembangunan infrastruktur pendukung UMKM,Infrastruktur,formal,NTT,3,Misi 6,DPRD Provinsi,Regional,Infrastruktur,synthetic_strategic_v2
5cb90ef4-8f21-421c-9187-fd52194f9bd1,Mengembangkan infrastruktur teknologi informasi,Infrastruktur,formal,Jawa Timur,4,Misi 3,DPR RI,National,Infrastruktur,synthetic_strategic_v2
823b9b05-df18-4e79-9684-eadab2fea4a5,Pembangunan infrastruktur irigasi untuk pertanian,Infrastruktur,formal,Jawa Barat,4,Misi 6,DPRD Kab/Kota,National,Infrastruktur,synthetic_strategic_v2
88af69e9-cbbe-43b3-b401-1a9ab4acc4a1,Mengembangkan infrastruktur penunjang pariwisata,Infrastruktur,formal,Jawa Barat,4,Misi 3,DPRD Provinsi,Community,Infrastruktur,synthetic_strategic_v2
43eccf06-bb70-47fb-9842-f3926ec4123f,Vaksin gratis buat semua!,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPR RI,Community,Kesehatan Masyarakat,synthetic_strategic_v2
8428eec0-23ef-42bc-958c-8843b4c260cc,Perlu fasilitas kesehatan lebih,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPRD Kab/Kota,Community,Fasilitas Kesehatan,synthetic_strategic_v2
55645808-cd3d-4cd3-8471-f44523d69415,"Biaya medis mahal, tolong bantu!",Kesehatan,informal,Jambi,5,Misi 4: Kesehatan,DPR RI,Individual,Asuransi Kesehatan,synthetic_strategic_v2
5e0a5480-93b2-4e19-9c2f-9a7895853df2,Butuh dokter spesialis lebih,Kesehatan,informal,Jawa Timur,4,Misi 4: SDM,DPRD Provinsi,Community,Tenaga Kesehatan,synthetic_strategic_v2
0d243acf-7f38-4253-ac5f-ffc70c6d3114,"Obat-obatan mahal, apa solusinya?",Kesehatan,informal,Sumatera Utara,4,Misi 4: Kesehatan,DPR RI,Regional,Distribusi Obat,synthetic_strategic_v2
712c6cf3-d442-4b16-bd07-c3a52656c0ca,Pendidikan kesehatan untuk semua,Kesehatan,informal,Jawa Barat,3,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Pendidikan Kesehatan,synthetic_strategic_v2
bb2506fc-0a6c-4e2e-88bf-6061f5c6c579,Fasilitas kesehatan mental perlu,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPRD Provinsi,Individual,Kesehatan Mental,synthetic_strategic_v2
a3014b23-27b9-422c-80a2-a657b31c0231,Tolak merokok di tempat umum,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Kab/Kota,National,Kesehatan Lingkungan,synthetic_strategic_v2
cf79a885-e6a6-4463-b54b-1550168b31c0,Butuh penelitian penyakit langka,Kesehatan,informal,Kalimantan Timur,4,Misi 4: Sains,DPR RI,Individual,Penelitian Kesehatan,synthetic_strategic_v2
4f564179-ac5a-4c97-bb3c-e45ec01e923c,Bantu penyandang disabilitas,Kesehatan,informal,Kalimantan Timur,5,Misi 4: Kesehatan,DPRD Provinsi,National,Kesejahteraan Disabilitas,synthetic_strategic_v2
c2458df9-279d-4ee7-8fa9-78f40e8a9a6f,perlu vaksin gratis buat warga miskin,Kesehatan,informal,Jambi,5,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan Masyarakat,synthetic_strategic_v2
2db47252-4e8d-4795-b544-cbd7600ff0f0,butuh rumah sakit yang lebih banyak di pedesaan,Kesehatan,informal,Sumatera Utara,4,Misi 4: Kesehatan,DPRD Provinsi,Individual,Fasilitas Kesehatan,synthetic_strategic_v2
48bce134-1c2f-4d67-907e-d79afc29fc9d,perlindungan kesehatan untuk pekerja informal,Kesehatan,informal,Jawa Barat,3,Misi 4: SDM,DPR RI,National,Kesejahteraan Pekerja,synthetic_strategic_v2
b04b3523-3971-4194-979d-3519228287b1,edukasi kesehatan mental untuk anak muda,Kesehatan,informal,Papua,2,Misi 4: Pendidikan,DPRD Kab/Kota,Community,Kesehatan Mental,synthetic_strategic_v2
27ec4611-a82f-4eb9-9a4e-21e487bfbe91,peningkatan kualitas air minum di seluruh wilayah,Kesehatan,informal,Kalimantan Timur,5,Misi 4: Kesehatan,DPRD Provinsi,Individual,Lingkungan Sehat,synthetic_strategic_v2
ce19ed25-42b7-4914-82e5-18b3ec42913d,bantuan untuk pasien penyakit langka,Kesehatan,informal,Jawa Barat,4,Misi 4: Kesehatan,DPR RI,National,Bantuan Kesehatan,synthetic_strategic_v2
b8e57e8b-1488-490d-bea8-0196c55d7a9e,pemeriksaan kesehatan gratis untuk lansia,Kesehatan,informal,NTT,3,Misi 4: Kesehatan,DPRD Kab/Kota,Individual,Kesehatan Lansia,synthetic_strategic_v2
d414ce0a-39f7-4067-b167-6a14633618cb,pengembangan teknologi kesehatan modern,Kesehatan,informal,Jawa Barat,2,"Misi 4: Sains, Teknologi",DPR RI,Regional,Teknologi Kesehatan,synthetic_strategic_v2
b050bda5-ae45-4b37-9ac7-f906c154a517,penyuluhan tentang bahaya merokok,Kesehatan,informal,Jawa Barat,1,Misi 4: Pendidikan,DPRD Kab/Kota,Regional,Pendidikan Kesehatan,synthetic_strategic_v2
004a14a1-ce18-49bb-911c-b9c343a00c60,pelayanan kesehatan 24 jam di rumah sakit,Kesehatan,informal,Jawa Barat,5,Misi 4: Kesehatan,DPRD Provinsi,Individual,Pelayanan Kesehatan,synthetic_strategic_v2
8af72b00-cc46-4fce-8cb6-1e4e0f3e427b,perlindungan kesehatan mental,Kesehatan,informal,NTT,5,Misi 4: Kesehatan,DPR RI,Regional,Kesehatan Jiwa,synthetic_strategic_v2
80c79467-22e5-46e7-aee9-096cf6c77216,fasilitas kesehatan di pelosok,Kesehatan,informal,Jambi,4,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan Dasar,synthetic_strategic_v2
4436973f-7405-4f89-a4a5-99abf60e82df,edukasi kesehatan reproduksi,Kesehatan,informal,NTT,3,Misi 4: Pendidikan,DPRD Provinsi,Community,Kesehatan Reproduksi,synthetic_strategic_v2
34fd5d11-57eb-442d-ae7d-19dfe775f3ac,ketersediaan obat murah,Kesehatan,informal,NTT,5,Misi 4: Kesehatan,DPR RI,National,Kesehatan Farmasi,synthetic_strategic_v2
8867268c-4d1b-419f-9b64-fd846ec0123a,peningkatan gizi anak,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan Anak,synthetic_strategic_v2
3bab56f5-e6c0-45ed-85e9-6fda3815dbeb,pencegahan penyakit menular,Kesehatan,informal,Jambi,5,Misi 4: Kesehatan,DPR RI,Individual,Kesehatan Masyarakat,synthetic_strategic_v2
03e3fbc1-2fbe-4ea7-b728-dcfaf0cf28a5,kesehatan ibu & anak,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Provinsi,Individual,Kesehatan Ibu dan Anak,synthetic_strategic_v2
949b4b72-68a8-441e-852c-9df594b94377,pemeriksaan kesehatan gratis,Kesehatan,informal,Jambi,3,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan Masyarakat,synthetic_strategic_v2
3d39206c-f16d-45ec-8253-0556febce1f2,penanganan kesehatan darurat,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPR RI,Individual,Kesehatan Darurat,synthetic_strategic_v2
c5d26c6d-bf97-4f8e-84a6-272ffb35756c,kesehatan jiwa di sekolah,Kesehatan,informal,Kalimantan Timur,4,Misi 4: Pendidikan,DPRD Provinsi,Individual,Kesehatan Jiwa,synthetic_strategic_v2
8d95ccbb-0aee-411d-89d6-7c218ae532fa,Perlukan fasilitas kesehatan lebih baik,Kesehatan,informal,Jambi,5,Misi 4: Kesehatan,DPRD Kab/Kota,National,Kesehatan,synthetic_strategic_v2
6b1b470d-1182-430e-8709-0f116602bc58,Butuh dokter spesialis lebih banyak,Kesehatan,informal,Kalimantan Timur,4,Misi 4: SDM,DPR RI,Regional,Kesehatan,synthetic_strategic_v2
e906ff8b-c79a-492a-9bcc-9cc8588e66d0,Vaksin gratis untuk semua,Kesehatan,informal,NTT,5,Misi 4: Kesehatan,DPR RI,National,Kesehatan,synthetic_strategic_v2
185c275e-1ddc-4248-be55-81348a195231,Perlu peningkatan gizi masyarakat,Kesehatan,informal,Papua,3,Misi 4: Kesehatan,DPRD Provinsi,National,Kesehatan,synthetic_strategic_v2
ced9c128-997e-4571-ac71-471f34ba9e84,Klinik 24 jam di setiap kecamatan,Kesehatan,informal,Papua,4,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan,synthetic_strategic_v2
c34ac7aa-9bae-48f9-bfc0-94e7bb2edb5d,Pemeriksaan kesehatan gratis untuk Lansia,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan,synthetic_strategic_v2
4269859d-acf9-4ec7-95c7-a98ffaf97471,Penyuluhan kesehatan di sekolah,Kesehatan,informal,NTT,3,Misi 4: Pendidikan,DPRD Provinsi,Community,Kesehatan,synthetic_strategic_v2
820420d2-294a-4b0f-85a6-e395c8844fdc,Fasilitas olahraga untuk kesehatan masyarakat,Kesehatan,informal,Kalimantan Timur,3,Misi 4: Kesehatan,DPRD Kab/Kota,Community,Kesehatan,synthetic_strategic_v2
fe1fb181-37a2-4820-ae97-e0972b65f217,Asuransi kesehatan untuk semua,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPR RI,Community,Kesehatan,synthetic_strategic_v2
16a6a598-b7a4-43f7-bbf2-c0726014004c,Pengobatan alternatif yang terjamin,Kesehatan,informal,Jawa Barat,2,"Misi 4: Sains, Teknologi",DPR RI,Individual,Kesehatan,synthetic_strategic_v2
a533ff00-b542-4448-886c-521360545c3f,perbaiki rs rujukan,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan,synthetic_strategic_v2
eb820ae3-62c7-4204-bb66-a57291cf4842,obat gratis untuk anak,Kesehatan,informal,Jambi,3,Misi 4: Kesehatan,DPRD Provinsi,Individual,Kesehatan,synthetic_strategic_v2
7c5ab649-3e83-4c13-bd03-8f4d6701abc6,fasilitas kesehatan modern,Kesehatan,informal,Sumatera Utara,4,"Misi 4: Sains, Teknologi",DPR RI,Community,Kesehatan,synthetic_strategic_v2
95daf762-7cac-4b7c-8717-17e9574a1b89,edukasi kesehatan mental,Kesehatan,informal,Papua,2,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Kesehatan,synthetic_strategic_v2
3da0927a-a55a-45ac-9fbf-22154b20d7a9,penyuluhan kesehatan reproduksi,Kesehatan,informal,Kalimantan Timur,3,Misi 4: Kesehatan,DPRD Provinsi,Regional,Kesehatan,synthetic_strategic_v2
6e388fa7-cec1-4477-8b80-60ad1599c266,biaya pengobatan murah,Kesehatan,informal,Papua,5,Misi 4: Kesehatan,DPR RI,Regional,Kesehatan,synthetic_strategic_v2
bc17a3e6-be62-43d2-95b6-1dee6b4f4cae,peningkatan gizi masyarakat,Kesehatan,informal,Sumatera Utara,4,Misi 4: Kesehatan,DPRD Kab/Kota,Individual,Kesehatan,synthetic_strategic_v2
8f87abd0-e26c-4c53-bc55-dd8fab4f6a51,fasilitas olahraga umum,Kesehatan,informal,Jawa Timur,2,Misi 4: Kesehatan,DPRD Provinsi,Community,Kesehatan,synthetic_strategic_v2
dd2ab1c2-7c51-4128-9fa0-3f90ed1eb224,layan kesehatan 24 jam,Kesehatan,informal,Jambi,5,Misi 4: Kesehatan,DPR RI,National,Kesehatan,synthetic_strategic_v2
30f833ef-f4b6-4946-b87a-fb1a766a17d5,vaksin gratis buat semua,Kesehatan,informal,Jawa Timur,5,Misi 4: Kesehatan,DPR RI,Regional,Kesehatan,synthetic_strategic_v2
d98c87f4-f737-4ec4-a2da-9ff94b93c4f9,tambah rumah sakit di pedesaan,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPRD Kab/Kota,Individual,Kesehatan,synthetic_strategic_v2
0b09c1a2-09fb-4acd-8a88-2df26ed63b1b,obat murah untuk penyakit langka,Kesehatan,informal,Jambi,5,Misi 4: Kesehatan,DPR RI,National,Kesehatan,synthetic_strategic_v2
54f3f82a-5fa4-438c-96d0-d5ed575aa813,fasilitas kesehatan buat lansia,Kesehatan,informal,Jawa Timur,3,Misi 4: Kesehatan,DPRD Provinsi,Regional,Kesehatan,synthetic_strategic_v2
c7c1342b-ea98-4287-ba28-b1d777535bf8,penelitian penyakit baru,Kesehatan,informal,NTT,5,"Misi 4: Sains, Teknologi",DPR RI,Regional,Kesehatan,synthetic_strategic_v2
c7bb0464-d501-4b0d-9eab-d6df5a6ce341,klinik 24 jam di setiap kec,Kesehatan,informal,Papua,4,Misi 4: Kesehatan,DPRD Kab/Kota,Individual,Kesehatan,synthetic_strategic_v2
7150ab59-6144-47fa-ab46-9c33260dcce4,program diet sehat untuk anak,Kesehatan,informal,Papua,3,Misi 4: Kesehatan,DPRD Provinsi,Community,Kesehatan,synthetic_strategic_v2
2de44ebd-3bff-4369-aac0-1bca61a9e335,sistem informasi kesehatan online,Kesehatan,informal,NTT,4,Misi 4: Teknologi,DPR RI,National,Kesehatan,synthetic_strategic_v2
60e64ed2-5371-4850-a34f-e18b3dc4d624,bantuan untuk pasien kanker,Kesehatan,informal,Papua,5,Misi 4: Kesehatan,DPR RI,Individual,Kesehatan,synthetic_strategic_v2
f91fc39f-e61f-49ef-9be9-d7b1d549a40e,Perlu vaksin gratis buat semua!,Kesehatan,informal,Jawa Timur,5,Misi 4: Kesehatan,DPR RI,Regional,Kesehatan Masyarakat,synthetic_strategic_v2
e521a274-ad3a-4085-a82b-cb801f6c3709,Butuh rumah sakit lebih banyak di pedesaan!,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPRD Kab/Kota,National,Fasilitas Kesehatan,synthetic_strategic_v2
009c8d11-b8fd-4ebf-a975-618e140fa7e3,Biaya pengobatan kanker harus diturunkan!,Kesehatan,informal,Jawa Timur,5,Misi 4: Kesehatan,DPR RI,Community,Pengobatan Penyakit,synthetic_strategic_v2
9935180d-0211-4e48-8590-0120fe247daf,Perlindungan kesehatan pekerja informal!,Kesehatan,informal,Papua,4,Misi 4: SDM,DPRD Provinsi,Regional,Kesehatan Kerja,synthetic_strategic_v2
1766a928-25d6-4a03-8658-47d3bdb53934,Edukasi kesehatan mental di sekolah!,Kesehatan,informal,Papua,3,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Kesehatan Mental,synthetic_strategic_v2
14984d09-4f79-400f-b33b-cd40d9c895f7,Ketersediaan obat-obatan gratis untuk penyakit langka!,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPR RI,Individual,Akses Obat,synthetic_strategic_v2
1e972c54-fe00-4c10-bbd4-0fde73fd53f4,Peningkatan infrastruktur kesehatan di daerah bencana!,Kesehatan,informal,Kalimantan Timur,5,Misi 4: Kesehatan,DPR RI,Community,Bantuan Kesehatan,synthetic_strategic_v2
1ab847c6-7ecc-43bf-b500-c5a90b63ebbd,Pemeriksaan kesehatan rutin untuk Lansia!,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Provinsi,Community,Kesehatan Lansia,synthetic_strategic_v2
d857a45b-8058-4203-8873-4c06315c477f,Penaggulangan stunting dengan edukasi gizi!,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPRD Kab/Kota,National,Gizi dan Kesehatan,synthetic_strategic_v2
763025ba-9c19-4d3a-989a-fa0162fd3b4c,Pengobatan alternatif harus diakui pemerintah!,Kesehatan,informal,Jambi,3,Misi 4: Sains dan Teknologi,DPR RI,Individual,Pengobatan Alternatif,synthetic_strategic_v2
30e43ee4-d736-4c0e-bad0-356adef82a8c,wajib vaksinasi HPV buat anak2 perempuan,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan Reproduksi,synthetic_strategic_v2
fbc2fd4e-9210-4234-8c55-25f853fe6082,perluas akses obat2an murah,Kesehatan,informal,Jawa Barat,5,Misi 4: Kesehatan,DPR RI,National,Kesehatan Dasar,synthetic_strategic_v2
0bca5728-98af-4241-94e2-c88b81257011,tambah fasilitas kesehatan mental,Kesehatan,informal,Papua,3,Misi 4: Kesehatan,DPRD Provinsi,National,Kesehatan Mental,synthetic_strategic_v2
151d0440-8512-4112-b914-2639dbb4df9e,edukasi kesehatan reproduksi di sekolah,Kesehatan,informal,Jawa Timur,2,"Misi 4: Pendidikan, Kesehatan",DPRD Kab/Kota,Individual,Kesehatan Reproduksi,synthetic_strategic_v2
4dc2e16d-197e-4fce-a069-9e0536968ef2,perlu penelitian penyakit tropis lebih banyak,Kesehatan,informal,Papua,4,"Misi 4: Sains, Teknologi, Kesehatan",DPR RI,Community,Penelitian Kesehatan,synthetic_strategic_v2
c1cb7b96-2ff0-49b7-8188-d87249e5097c,kurangi biaya pengobatan,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPR RI,Regional,Kesehatan Dasar,synthetic_strategic_v2
1a458ea7-d630-4c27-87f9-bdcf65b2e905,tambah dokter spesialis di daerah terpencil,Kesehatan,informal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Provinsi,Individual,Kesehatan Dasar,synthetic_strategic_v2
ea69bac5-de9e-488b-bc80-410527009f49,perlu edukasi gizi yang lebih baik,Kesehatan,informal,Jambi,3,Misi 4: Kesehatan,DPRD Kab/Kota,National,Gizi,synthetic_strategic_v2
bb1343e4-6e27-421e-b6f5-94c4ef8e4269,butuh peningkatan kualitas air minum,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Lingkungan,synthetic_strategic_v2
5b374341-ae08-4e51-916b-69490773c505,wajib screening kesehatan rutin,Kesehatan,informal,NTT,4,Misi 4: Kesehatan,DPR RI,Individual,Kesehatan Dasar,synthetic_strategic_v2
2878d7a8-a425-47f1-a163-5b7ceb3512c5,perlu vaksinasi gratis utk warga miskin,Kesehatan,informal,Sumatera Utara,5,Misi 4: Kesehatan,DPRD Kab/Kota,National,Kesehatan,synthetic_strategic_v2
6079c0dc-9fa2-4aef-97e3-9d8af04ca7e7,Perluasan layanan kesehatan mental,Kesehatan,formal,Kalimantan Timur,4,Misi 4: Kesehatan,DPR RI,National,Kesehatan Mental,synthetic_strategic_v2
6009c66b-54d6-475c-966c-7a8ddd1c4964,Peningkatan kualitas fasilitas kesehatan,Kesehatan,formal,Jawa Timur,5,Misi 4: Kesehatan,DPRD Provinsi,Community,Fasilitas Kesehatan,synthetic_strategic_v2
dabbc1e0-cf82-4e54-b058-b6bb4f2afc0a,Program vaksinasi massal,Kesehatan,formal,NTT,5,Misi 4: Kesehatan,DPR RI,National,Vaksinasi,synthetic_strategic_v2
5bedda30-8602-43bf-b257-8441a0055541,Pengembangan teknologi kesehatan,Kesehatan,formal,Papua,4,"Misi 4: Teknologi, Kesehatan",DPR RI,National,Teknologi Kesehatan,synthetic_strategic_v2
500225ad-3680-4faf-8815-fa601f6c0932,Peningkatan kualitas air minum,Kesehatan,formal,Jambi,5,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Kesehatan Lingkungan,synthetic_strategic_v2
4a211131-d650-4ea0-963b-fadd97191123,Pengembangan pusat kesehatan komunitas,Kesehatan,formal,Jambi,4,Misi 4: Kesehatan,DPRD Provinsi,Regional,Kesehatan Komunitas,synthetic_strategic_v2
becbe678-70e6-490e-aaa6-9f5576997acf,Peningkatan kesadaran kesehatan masyarakat,Kesehatan,formal,Sumatera Utara,4,Misi 4: Kesehatan,DPR RI,Regional,Kesadaran Kesehatan,synthetic_strategic_v2
0a099d14-88b2-41ef-bd13-7a2e7bd4503c,Pengembangan program kesehatan anak,Kesehatan,formal,Jawa Timur,5,Misi 4: Kesehatan,DPRD Provinsi,Regional,Kesehatan Anak,synthetic_strategic_v2
377de694-ef68-4f1e-89db-546ff47dc475,Peningkatan kualitas pengobatan penyakit langka,Kesehatan,formal,Jambi,5,Misi 4: Kesehatan,DPR RI,Community,Penyakit Langka,synthetic_strategic_v2
8bc810d1-4dc7-451a-a253-bad672465ec2,Pengembangan program kesehatan reproduksi,Kesehatan,formal,Sumatera Utara,4,Misi 4: Kesehatan,DPRD Kab/Kota,Community,Kesehatan Reproduksi,synthetic_strategic_v2
528ca9b8-aa74-4997-8060-024f25ca290e,Perluasan fasilitas kesehatan,Kesehatan,formal,Papua,4,Misi 4: Kesehatan,DPR RI,Individual,Kesehatan Masyarakat,synthetic_strategic_v2
30e92afc-312a-4ccf-885c-4dd45cc2b214,Peningkatan kualitas pelayanan kesehatan,Kesehatan,formal,Papua,5,Misi 4: Kesehatan,DPRD Provinsi,Individual,Pelayanan Kesehatan,synthetic_strategic_v2
d167264e-f0bf-40ad-ad54-21c2a33282e7,Penambahan tenaga medis,Kesehatan,formal,Jawa Timur,3,Misi 4: SDM,DPRD Kab/Kota,National,Tenaga Kesehatan,synthetic_strategic_v2
0b8cc2e5-8f26-4eaf-ab4f-be1f7f719453,Pendidikan kesehatan masyarakat,Kesehatan,formal,NTT,2,Misi 4: Pendidikan,DPRD Provinsi,Regional,Pendidikan Kesehatan,synthetic_strategic_v2
8c4c99c5-a6ec-416e-8430-bce3a6702bb5,Pengadaan obat-obatan,Kesehatan,formal,NTT,5,Misi 4: Kesehatan,DPR RI,National,Pengadaan Obat,synthetic_strategic_v2
88ad3443-67f2-4860-97bb-64ca8530d8a4,Pembangunan rumah sakit,Kesehatan,formal,Jawa Barat,4,Misi 4: Kesehatan,DPRD Kab/Kota,Individual,Fasilitas Kesehatan,synthetic_strategic_v2
f820ca62-dc46-487b-984a-4b2f206d1bb8,Peningkatan kesadaran kesehatan,Kesehatan,formal,Papua,3,Misi 4: Pendidikan,DPRD Provinsi,Community,Kesadaran Kesehatan,synthetic_strategic_v2
8df84c58-4df8-4cda-b3d7-8cfe53578c33,Pengembangan program kesehatan,Kesehatan,formal,Jawa Timur,4,Misi 4: Kesehatan,DPR RI,National,Program Kesehatan,synthetic_strategic_v2
984bcee2-c3b3-4258-9805-77980d6d24fd,Pemantauan kesehatan lingkungan,Kesehatan,formal,NTT,2,Misi 4: Kesehatan,DPRD Kab/Kota,Community,Kesehatan Lingkungan,synthetic_strategic_v2
ebcb5ccb-3373-476e-9f7d-ac4bc3fc5fbd,perlunya penambahan ruang kelas,Pendidikan,informal,Jambi,5,Misi 4: Pendidikan,DPRD Provinsi,Community,Pendidikan,synthetic_strategic_v2
57bb88c6-2c80-4e5c-aa94-a2215b7b9643,beasiswa untuk siswa kurang mampu,Pendidikan,informal,Jawa Barat,5,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
cc43cec7-1d95-4d28-a15a-ccdf2234c50f,pentingnya pelatihan guru,Pendidikan,informal,Papua,4,Misi 4: Pendidikan,DPRD Kab/Kota,National,Pendidikan,synthetic_strategic_v2
340fe080-3e3a-4519-a5d0-1905ec7fcce4,akses internet untuk anak2,Pendidikan,informal,Sumatera Utara,4,Misi 4: Teknologi,DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
02dffb55-bfda-4d06-af03-8a34bf3533b7,perlu liburan yang lebih panjang,Pendidikan,informal,Jawa Timur,2,Misi 4: Pendidikan,DPRD Kab/Kota,Regional,Pendidikan,synthetic_strategic_v2
d432d181-a17f-41ae-94b8-ca9f9c2fb2ce,butuh laboratorium di sekolah,Pendidikan,informal,Jawa Timur,5,Misi 4: Sains,DPRD Provinsi,Community,Pendidikan,synthetic_strategic_v2
ef2fcf14-2a59-4157-af8e-798b570769d9,pentingnya kesehatan mental anak,Pendidikan,informal,NTT,5,Misi 4: Kesehatan,DPR RI,National,Pendidikan,synthetic_strategic_v2
d05d1f0e-ae63-4f4c-9714-7058855c9a48,perlunya pelatihan life skill,Pendidikan,informal,Jawa Barat,4,Misi 4: Pendidikan,DPRD Kab/Kota,National,Pendidikan,synthetic_strategic_v2
df55e6e0-e8f3-4f54-8189-e6e72abcc25f,beasiswa untuk lulusan terbaik,Pendidikan,informal,Sumatera Utara,5,Misi 4: Pendidikan,DPRD Provinsi,Regional,Pendidikan,synthetic_strategic_v2
d2b50ca7-e9e8-413c-922e-aeb658271725,butuh wifi gratis di sekolah,Pendidikan,informal,Sumatera Utara,4,Misi 4: Pendidikan,DPRD Kab/Kota,Regional,Pendidikan,synthetic_strategic_v2
a2a29982-e99c-4f11-871b-437b0c145c0f,tingkatkan kualitas guru,Pendidikan,informal,NTT,5,Misi 4: Pendidikan,DPR RI,Community,Pendidikan,synthetic_strategic_v2
e204c68e-bdb6-47de-8adc-0839f6dec323,buku sekolah gratis,Pendidikan,informal,Kalimantan Timur,3,Misi 4: Pendidikan,DPRD Provinsi,Regional,Pendidikan,synthetic_strategic_v2
674bdeb1-0323-40a9-a9e8-3cacdec0382d,perlu lab komputer di sekolah,Pendidikan,informal,Papua,4,Misi 4: Teknologi,DPRD Kab/Kota,Individual,Pendidikan,synthetic_strategic_v2
ae0c4bb9-2808-4c21-8d69-35dad869f7c3,kurikulum yang lebih menarik,Pendidikan,informal,Kalimantan Timur,2,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
c8f836a9-6aba-4224-8f2c-4bb242d5d5a6,beasiswa untuk anak kurang mampu,Pendidikan,informal,Jawa Timur,5,Misi 4: Pendidikan,DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
ee557973-efe3-49e8-a462-6e681f5c6ca4,fasilitas olahraga yang memadai,Pendidikan,informal,Sumatera Utara,3,Misi 4: Kesehatan,DPRD Kab/Kota,Community,Pendidikan,synthetic_strategic_v2
aaa8abcf-2563-4e50-88d8-8d9c1c7a5e04,program magang untuk siswa,Pendidikan,informal,Kalimantan Timur,4,Misi 4: SDM,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
